"crop","country","region","latitude","longitude","current_average_temperature_point_coordinate_d_c","current_annual_precipitation_mm_point_coordinate","global_delta_t_from_pre_industrial_period","annual_precipitation_change_each_study_mm","climate_scenario","future_mid_point","projected_yield_t_ha","climate_impacts","local_delta_t","drought_index"
"Maize","Canada","North America",56.1304,-106.347,-0.093658052,554.53924,2.1,NA,"RCP2.6",2085,NA,-0.703,NA,NA
"Maize","Vietnam","Asia",14.0583,108.277,23.19642639,1920.868957,1.68,NA,"RCP8.5",2025,NA,-0.68597,NA,NA
"Maize","Hungary","Europe",47.1625,19.5033,11.12865162,611.2794847,1.83,NA,"RCP2.6",2025,NA,-0.68422,NA,NA
"Maize","Hungary","Europe",47.1625,19.5033,11.12865162,611.2794847,1.83,NA,"RCP2.6",2025,NA,-0.68422,NA,NA
"Maize","Egypt","Africa",26.8206,30.8025,23.0616703,1.764165124,1.62,NA,"RCP4.5",2025,NA,-0.67593,NA,NA
"Maize","France","Europe",46.2276,2.21375,11.12129402,986.1016036,1.6,NA,"RCP4.5",2025,NA,-0.66826,NA,NA
"Maize","Spain","Europe",40.4637,-3.74922,15.39500809,421.1812796,2.58,NA,"RCP4.5",2055,NA,-0.66083,NA,NA
"Maize","Venezuela","Central and South America",6.42375,-66.5897,26.31548882,2630.9577,1.81,NA,"RCP8.5",2025,NA,-0.65866,NA,NA
"Maize","Iran","Asia",32.4279,53.688,17.17997932,87.95369329,2.21,NA,"RCP2.6",2055,NA,-0.63222,NA,NA
"Maize","Iran","Asia",32.4279,53.688,17.17997932,87.95369329,2.21,NA,"RCP2.6",2055,NA,-0.63222,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,1.67,NA,"RCP2.6",2025,NA,-0.63204,NA,NA
"Maize","Indonesia","Asia",-0.78928,113.921,26.23529816,3891.50319,3.24,NA,"RCP4.5",2085,NA,-0.63116,NA,NA
"Maize","Uganda","Africa",1.37333,32.2903,24.70428848,1160.122006,1.67,NA,"RCP2.6",2025,NA,-0.61291,NA,NA
"Maize","Venezuela","Central and South America",6.42375,-66.5897,26.31548882,2630.9577,2.51,NA,"RCP4.5",2055,NA,-0.60688,NA,NA
"Maize","Ukraine","Europe",48.3794,31.1656,8.969986916,584.1236957,4.97,NA,"RCP8.5",2085,NA,-0.60396,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,3.29,NA,"RCP8.5",2055,NA,-0.60071,NA,NA
"Maize","Romania","Europe",45.9432,24.9668,7.751119137,981.0008559,3.24,NA,"RCP4.5",2085,NA,-0.59607,NA,NA
"Maize","Korea_Dem_People's_Rep","Asia",40.3399,127.51,4.463007927,818.8443856,1.63,NA,"RCP2.6",2025,NA,-0.58045,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,1.81,NA,"RCP8.5",2025,NA,-0.55871,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,1.48,NA,"RCP2.6",2055,NA,-0.5388,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,1.83,NA,"RCP2.6",2025,NA,-0.53094,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,1.83,NA,"RCP2.6",2025,NA,-0.53094,NA,NA
"Maize","Pakistan","Asia",30.3753,69.3451,19.71436882,285.1325424,2.42,NA,"RCP6.0",2055,NA,-0.50074,NA,NA
"Maize","Hungary","Europe",47.1625,19.5033,11.12865162,611.2794847,2.42,NA,"RCP6.0",2055,NA,-0.49018,NA,NA
"Maize","Paraguay","Central and South America",-23.4425,-58.4438,24.98015213,1180.265992,3.65,NA,"RCP6.0",2085,NA,-0.45831,NA,NA
"Maize","Greece","Europe",39.0742,21.8243,13.58602428,736.062012,2.51,NA,"RCP4.5",2055,NA,-0.45169,NA,NA
"Maize","Hungary","Europe",47.1625,19.5033,11.12865162,611.2794847,3.24,NA,"RCP4.5",2085,NA,-0.44645,NA,NA
"Maize","Indonesia","Asia",-0.78928,113.921,26.23529816,3891.50319,1.83,NA,"RCP2.6",2025,NA,-0.43922,NA,NA
"Maize","Russia","Europe",61.524,105.319,-8.371054649,401.8323094,1.98,NA,"RCP2.6",2055,NA,-0.43702,NA,NA
"Maize","Ethiopia","Africa",9.145,40.4897,27.73085022,643.6203186,2.42,NA,"RCP6.0",2055,NA,-0.42348,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,3.29,NA,"RCP8.5",2055,NA,-0.41258,NA,NA
"Maize","Romania","Europe",45.9432,24.9668,7.751119137,981.0008559,1.67,NA,"RCP2.6",2025,NA,-0.40715,NA,NA
"Maize","Paraguay","Central and South America",-23.4425,-58.4438,24.98015213,1180.265992,2.21,NA,"RCP2.6",2055,NA,-0.3988,NA,NA
"Maize","Paraguay","Central and South America",-23.4425,-58.4438,24.98015213,1180.265992,2.21,NA,"RCP2.6",2055,NA,-0.3988,NA,NA
"Maize","India","Asia",20.5937,78.9629,28.37262726,1096.823568,3.29,NA,"RCP8.5",2055,NA,-0.39727,NA,NA
"Maize","Austria","Europe",47.5162,14.5501,6.711064339,1456.383821,2.58,NA,"RCP4.5",2055,NA,-0.39723,NA,NA
"Maize","Vietnam","Asia",14.0583,108.277,23.19642639,1920.868957,2.1,NA,"RCP2.6",2085,NA,-0.383,NA,NA
"Maize","Vietnam","Asia",14.0583,108.277,23.19642639,1920.868957,2.1,NA,"RCP2.6",2085,NA,-0.383,NA,NA
"Maize","Paraguay","Central and South America",-23.4425,-58.4438,24.98015213,1180.265992,1.24,NA,"RCP2.6",2025,NA,-0.37593,NA,NA
"Maize","Italy","Europe",41.8719,12.5674,16.02638054,981.7130093,1.48,NA,"RCP2.6",2055,NA,-0.36785,NA,NA
"Maize","Kenya","Africa",-0.02356,37.9062,22.31237984,1298.856696,5.11,NA,"RCP8.5",2085,NA,-0.36151,NA,NA
"Maize","Croatia","Europe",45.1,15.2,9.789481163,1455.086332,1.81,NA,"RCP8.5",2025,NA,-0.34623,NA,NA
"Maize","Vietnam","Asia",14.0583,108.277,23.19642639,1920.868957,2.1,NA,"RCP2.6",2085,NA,-0.33714,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,1.62,NA,"RCP4.5",2025,NA,-0.33334,NA,NA
"Maize","Tanzania","Africa",-6.36903,34.8888,23.14546204,616.1968107,2.51,NA,"RCP4.5",2055,NA,-0.31781,NA,NA
"Maize","Iran","Asia",32.4279,53.688,17.17997932,87.95369329,1.68,NA,"RCP8.5",2025,NA,-0.31229,NA,NA
"Maize","Nigeria","Africa",9.082,8.67528,24.86382675,1325.664964,1.67,NA,"RCP2.6",2025,NA,-0.30573,NA,NA
"Maize","Tanzania","Africa",-6.36903,34.8888,23.14546204,616.1968107,5.11,NA,"RCP8.5",2085,NA,-0.30255,NA,NA
"Maize","Italy","Europe",41.8719,12.5674,16.02638054,981.7130093,1.6,NA,"RCP4.5",2025,NA,-0.29614,NA,NA
"Maize","Greece","Europe",39.0742,21.8243,13.58602428,736.062012,2.1,NA,"RCP2.6",2085,NA,-0.27041,NA,NA
"Maize","Spain","Europe",40.4637,-3.74922,15.39500809,421.1812796,2.1,NA,"RCP2.6",2085,NA,-0.24194,NA,NA
"Maize","Romania","Europe",45.9432,24.9668,7.751119137,981.0008559,3.29,NA,"RCP8.5",2055,NA,-0.2189,NA,NA
"Maize","United States","North America",37.0902,-95.7129,15.58033752,1203.976081,5.11,NA,"RCP8.5",2085,NA,-0.20953,NA,NA
"Maize","Ethiopia","Africa",9.145,40.4897,27.73085022,643.6203186,2.1,NA,"RCP2.6",2085,NA,-0.20689,NA,NA
"Maize","Romania","Europe",45.9432,24.9668,7.751119137,981.0008559,2.1,NA,"RCP2.6",2085,NA,-0.1876,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,5.11,NA,"RCP8.5",2085,NA,-0.1802,NA,NA
"Maize","Croatia","Europe",45.1,15.2,9.789481163,1455.086332,1.98,NA,"RCP2.6",2055,NA,-0.16946,NA,NA
"Maize","Italy","Europe",41.8719,12.5674,16.02638054,981.7130093,1.3,NA,"RCP2.6",2055,NA,-0.16218,NA,NA
"Maize","Korea_Dem_People's_Rep","Asia",40.3399,127.51,4.463007927,818.8443856,4.97,NA,"RCP8.5",2085,NA,-0.15452,NA,NA
"Maize","Kenya","Africa",-0.02356,37.9062,22.31237984,1298.856696,2.21,NA,"RCP2.6",2055,NA,-0.15397,NA,NA
"Maize","Kenya","Africa",-0.02356,37.9062,22.31237984,1298.856696,2.21,NA,"RCP2.6",2055,NA,-0.15397,NA,NA
"Maize","Nepal","Asia",28.3949,84.124,14.6274662,2651.266199,3.29,NA,"RCP8.5",2055,NA,-0.12299,NA,NA
"Maize","Uganda","Africa",1.37333,32.2903,24.70428848,1160.122006,1.48,NA,"RCP2.6",2055,NA,-0.11661,NA,NA
"Maize","Brazil","Central and South America",-14.235,-51.9253,27.84780884,1513.528663,3.29,NA,"RCP8.5",2055,NA,-0.08524,NA,NA
"Maize","South Africa","Africa",-30.5595,22.9375,17.98332596,290.7712631,2.42,NA,"RCP6.0",2055,NA,-0.05792,NA,NA
"Maize","Indonesia","Asia",-0.78928,113.921,26.23529816,3891.50319,2.58,NA,"RCP4.5",2055,NA,-0.05253,NA,NA
"Maize","Hungary","Europe",47.1625,19.5033,11.12865162,611.2794847,1.81,NA,"RCP8.5",2025,NA,-0.02181,NA,NA
"Maize","Brazil","Central and South America",-14.235,-51.9253,27.84780884,1513.528663,1.81,NA,"RCP8.5",2025,NA,-0.01591,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,2.21,NA,"RCP2.6",2055,NA,-0.01373,NA,NA
"Maize","Iran","Asia",32.4279,53.688,17.17997932,87.95369329,2.58,NA,"RCP4.5",2055,NA,0.0041,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,1.67,NA,"RCP2.6",2025,NA,0.01394,NA,NA
"Maize","India","Asia",20.5937,78.9629,28.37262726,1096.823568,1.6,NA,"RCP4.5",2025,NA,0.01791,NA,NA
"Maize","Spain","Europe",40.4637,-3.74922,15.39500809,421.1812796,1.83,NA,"RCP2.6",2025,NA,0.03119,NA,NA
"Maize","Spain","Europe",40.4637,-3.74922,15.39500809,421.1812796,1.83,NA,"RCP2.6",2025,NA,0.03119,NA,NA
"Maize","Hungary","Europe",47.1625,19.5033,11.12865162,611.2794847,4.97,NA,"RCP8.5",2085,NA,0.03226,NA,NA
"Maize","Iran","Asia",32.4279,53.688,17.17997932,87.95369329,1.65,NA,"RCP6.0",2025,NA,0.03401,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,1.62,NA,"RCP4.5",2025,NA,0.03786,NA,NA
"Maize","Hungary","Europe",47.1625,19.5033,11.12865162,611.2794847,3.19,NA,"RCP8.5",2055,NA,0.05458,NA,NA
"Maize","Romania","Europe",45.9432,24.9668,7.751119137,981.0008559,2.21,NA,"RCP2.6",2055,NA,0.06321,NA,NA
"Maize","Croatia","Europe",45.1,15.2,9.789481163,1455.086332,1.63,NA,"RCP2.6",2025,NA,0.07016,NA,NA
"Maize","Vietnam","Asia",14.0583,108.277,23.19642639,1920.868957,1.67,NA,"RCP2.6",2025,NA,0.09334,NA,NA
"Maize","Brazil","Central and South America",-14.235,-51.9253,27.84780884,1513.528663,1.65,NA,"RCP6.0",2025,NA,0.09977,NA,NA
"Maize","United States","North America",37.0902,-95.7129,15.58033752,1203.976081,1.81,NA,"RCP8.5",2025,NA,0.10391,NA,NA
"Maize","Ethiopia","Africa",9.145,40.4897,27.73085022,643.6203186,2.9,NA,"RCP4.5",2085,NA,0.13391,NA,NA
"Maize","Korea_Dem_People's_Rep","Asia",40.3399,127.51,4.463007927,818.8443856,1.83,NA,"RCP2.6",2025,NA,0.15247,NA,NA
"Maize","Korea_Dem_People's_Rep","Asia",40.3399,127.51,4.463007927,818.8443856,1.83,NA,"RCP2.6",2025,NA,0.15247,NA,NA
"Maize","Poland","Europe",51.9194,19.1451,8.825185776,705.4801002,5.11,NA,"RCP8.5",2085,NA,0.16284,NA,NA
"Maize","Vietnam","Asia",14.0583,108.277,23.19642639,1920.868957,1.6,NA,"RCP4.5",2025,NA,0.1653,NA,NA
"Maize","Canada","North America",56.1304,-106.347,-0.093658052,554.53924,3.29,NA,"RCP8.5",2055,NA,0.2135,NA,NA
"Maize","Romania","Europe",45.9432,24.9668,7.751119137,981.0008559,1.62,NA,"RCP4.5",2025,NA,0.22911,NA,NA
"Maize","Indonesia","Asia",-0.78928,113.921,26.23529816,3891.50319,2.42,NA,"RCP6.0",2055,NA,0.23973,NA,NA
"Maize","Greece","Europe",39.0742,21.8243,13.58602428,736.062012,1.68,NA,"RCP8.5",2025,NA,0.24046,NA,NA
"Maize","Venezuela","Central and South America",6.42375,-66.5897,26.31548882,2630.9577,1.29,NA,"RCP2.6",2085,NA,0.25368,NA,NA
"Maize","Malawi","Africa",-13.2543,34.3015,24.77813721,1081.534162,2.1,NA,"RCP2.6",2085,NA,0.27225,NA,NA
"Maize","Kenya","Africa",-0.02356,37.9062,22.31237984,1298.856696,2.58,NA,"RCP4.5",2055,NA,0.27349,NA,NA
"Maize","Korea_Dem_People's_Rep","Asia",40.3399,127.51,4.463007927,818.8443856,1.24,NA,"RCP2.6",2025,NA,0.27947,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,2.9,NA,"RCP4.5",2085,NA,0.29881,NA,NA
"Maize","Indonesia","Asia",-0.78928,113.921,26.23529816,3891.50319,3.29,NA,"RCP8.5",2055,NA,0.30482,NA,NA
"Maize","Greece","Europe",39.0742,21.8243,13.58602428,736.062012,1.68,NA,"RCP8.5",2025,NA,0.30782,NA,NA
"Maize","Uganda","Africa",1.37333,32.2903,24.70428848,1160.122006,1.24,NA,"RCP2.6",2025,NA,0.31636,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,2.51,NA,"RCP4.5",2055,NA,0.33365,NA,NA
"Maize","France","Europe",46.2276,2.21375,11.12129402,986.1016036,1.81,NA,"RCP8.5",2025,NA,0.33449,NA,NA
"Maize","United States","North America",37.0902,-95.7129,15.58033752,1203.976081,1.98,NA,"RCP2.6",2055,NA,0.34542,NA,NA
"Maize","Turkey","Europe",38.9637,35.2433,10.6060133,372.290774,1.68,NA,"RCP8.5",2025,NA,0.36237,NA,NA
"Maize","Greece","Europe",39.0742,21.8243,13.58602428,736.062012,1.6,NA,"RCP4.5",2025,NA,0.37258,NA,NA
"Maize","Canada","North America",56.1304,-106.347,-0.093658052,554.53924,1.81,NA,"RCP8.5",2025,NA,0.39127,NA,NA
"Maize","France","Europe",46.2276,2.21375,11.12129402,986.1016036,3.19,NA,"RCP8.5",2055,NA,0.40607,NA,NA
"Maize","Mexico","Central and South America",23.6345,-102.553,17.80414963,397.6746156,1.81,NA,"RCP8.5",2025,NA,0.41161,NA,NA
"Maize","Turkey","Europe",38.9637,35.2433,10.6060133,372.290774,3.19,NA,"RCP8.5",2055,NA,0.41377,NA,NA
"Maize","Ethiopia","Africa",9.145,40.4897,27.73085022,643.6203186,2.42,NA,"RCP6.0",2055,NA,0.4149,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,5.11,NA,"RCP8.5",2085,NA,0.44138,NA,NA
"Maize","Croatia","Europe",45.1,15.2,9.789481163,1455.086332,1.81,NA,"RCP8.5",2025,NA,0.44749,NA,NA
"Maize","Russia","Europe",61.524,105.319,-8.371054649,401.8323094,1.6,NA,"RCP4.5",2025,NA,0.4588,NA,NA
"Maize","Paraguay","Central and South America",-23.4425,-58.4438,24.98015213,1180.265992,1.81,NA,"RCP8.5",2025,NA,0.46489,NA,NA
"Maize","Spain","Europe",40.4637,-3.74922,15.39500809,421.1812796,2.1,NA,"RCP2.6",2085,NA,0.47285,NA,NA
"Maize","Spain","Europe",40.4637,-3.74922,15.39500809,421.1812796,2.1,NA,"RCP2.6",2085,NA,0.47285,NA,NA
"Maize","Kenya","Africa",-0.02356,37.9062,22.31237984,1298.856696,1.81,NA,"RCP8.5",2025,NA,0.48067,NA,NA
"Maize","Poland","Europe",51.9194,19.1451,8.825185776,705.4801002,5.11,NA,"RCP8.5",2085,NA,0.49664,NA,NA
"Maize","Nepal","Asia",28.3949,84.124,14.6274662,2651.266199,2.42,NA,"RCP6.0",2055,NA,0.50016,NA,NA
"Maize","Indonesia","Asia",-0.78928,113.921,26.23529816,3891.50319,5.11,NA,"RCP8.5",2085,NA,0.50219,NA,NA
"Maize","Kenya","Africa",-0.02356,37.9062,22.31237984,1298.856696,2.21,NA,"RCP2.6",2055,NA,0.53384,NA,NA
"Maize","Ethiopia","Africa",9.145,40.4897,27.73085022,643.6203186,1.81,NA,"RCP8.5",2025,NA,0.54335,NA,NA
"Maize","Korea_Dem_People's_Rep","Asia",40.3399,127.51,4.463007927,818.8443856,1.81,NA,"RCP8.5",2025,NA,0.56565,NA,NA
"Maize","Italy","Europe",41.8719,12.5674,16.02638054,981.7130093,1.68,NA,"RCP8.5",2025,NA,0.56934,NA,NA
"Maize","Ukraine","Europe",48.3794,31.1656,8.969986916,584.1236957,1.24,NA,"RCP2.6",2025,NA,0.58016,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,3.24,NA,"RCP4.5",2085,NA,0.60871,NA,NA
"Maize","Iran","Asia",32.4279,53.688,17.17997932,87.95369329,2.51,NA,"RCP4.5",2055,NA,0.63352,NA,NA
"Maize","Russia","Europe",61.524,105.319,-8.371054649,401.8323094,1.81,NA,"RCP8.5",2025,NA,0.63765,NA,NA
"Maize","Paraguay","Central and South America",-23.4425,-58.4438,24.98015213,1180.265992,1.81,NA,"RCP8.5",2025,NA,0.66977,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,5.11,NA,"RCP8.5",2085,NA,0.68691,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,1.83,NA,"RCP2.6",2025,NA,0.72422,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,1.83,NA,"RCP2.6",2025,NA,0.72422,NA,NA
"Maize","Canada","North America",56.1304,-106.347,-0.093658052,554.53924,1.68,NA,"RCP8.5",2025,NA,0.74018,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,2.42,NA,"RCP6.0",2055,NA,0.77604,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,1.81,NA,"RCP8.5",2025,NA,0.79234,NA,NA
"Maize","Hungary","Europe",47.1625,19.5033,11.12865162,611.2794847,1.67,NA,"RCP2.6",2025,NA,0.79749,NA,NA
"Maize","Hungary","Europe",47.1625,19.5033,11.12865162,611.2794847,1.68,NA,"RCP8.5",2025,NA,0.82042,NA,NA
"Maize","Canada","North America",56.1304,-106.347,-0.093658052,554.53924,2.51,NA,"RCP4.5",2055,NA,0.83184,NA,NA
"Maize","Nepal","Asia",28.3949,84.124,14.6274662,2651.266199,3.24,NA,"RCP4.5",2085,NA,0.84962,NA,NA
"Maize","Indonesia","Asia",-0.78928,113.921,26.23529816,3891.50319,1.81,NA,"RCP8.5",2025,NA,0.85299,NA,NA
"Maize","Vietnam","Asia",14.0583,108.277,23.19642639,1920.868957,1.98,NA,"RCP2.6",2055,NA,0.87739,NA,NA
"Maize","Uganda","Africa",1.37333,32.2903,24.70428848,1160.122006,1.68,NA,"RCP8.5",2025,NA,0.89625,NA,NA
"Maize","Venezuela","Central and South America",6.42375,-66.5897,26.31548882,2630.9577,1.68,NA,"RCP8.5",2025,NA,0.91623,NA,NA
"Maize","Russia","Europe",61.524,105.319,-8.371054649,401.8323094,2.1,NA,"RCP2.6",2085,NA,0.92184,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,1.83,NA,"RCP2.6",2025,NA,0.93819,NA,NA
"Maize","Italy","Europe",41.8719,12.5674,16.02638054,981.7130093,2.9,NA,"RCP4.5",2085,NA,0.94083,NA,NA
"Maize","Hungary","Europe",47.1625,19.5033,11.12865162,611.2794847,3.29,NA,"RCP8.5",2055,NA,0.95038,NA,NA
"Maize","Egypt","Africa",26.8206,30.8025,23.0616703,1.764165124,3.65,NA,"RCP6.0",2085,NA,0.96088,NA,NA
"Maize","Croatia","Europe",45.1,15.2,9.789481163,1455.086332,3.24,NA,"RCP4.5",2085,NA,0.97842,NA,NA
"Maize","Ukraine","Europe",48.3794,31.1656,8.969986916,584.1236957,5.11,NA,"RCP8.5",2085,NA,0.98474,NA,NA
"Maize","Iran","Asia",32.4279,53.688,17.17997932,87.95369329,1.62,NA,"RCP4.5",2025,NA,0.99055,NA,NA
"Maize","Croatia","Europe",45.1,15.2,9.789481163,1455.086332,1.48,NA,"RCP2.6",2055,NA,1.05577,NA,NA
"Maize","Turkey","Europe",38.9637,35.2433,10.6060133,372.290774,1.98,NA,"RCP2.6",2055,NA,1.0685,NA,NA
"Maize","Poland","Europe",51.9194,19.1451,8.825185776,705.4801002,2.1,NA,"RCP2.6",2085,NA,1.09804,NA,NA
"Maize","Nepal","Asia",28.3949,84.124,14.6274662,2651.266199,3.65,NA,"RCP6.0",2085,NA,1.11789,NA,NA
"Maize","Korea_Dem_People's_Rep","Asia",40.3399,127.51,4.463007927,818.8443856,2.21,NA,"RCP2.6",2055,NA,1.12191,NA,NA
"Maize","South Africa","Africa",-30.5595,22.9375,17.98332596,290.7712631,2.28,NA,"RCP2.6",2085,NA,1.14267,NA,NA
"Maize","France","Europe",46.2276,2.21375,11.12129402,986.1016036,2.51,NA,"RCP4.5",2055,NA,1.14471,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,3.29,NA,"RCP8.5",2055,NA,1.14775,NA,NA
"Maize","Austria","Europe",47.5162,14.5501,6.711064339,1456.383821,3.24,NA,"RCP4.5",2085,NA,1.16012,NA,NA
"Maize","Russia","Europe",61.524,105.319,-8.371054649,401.8323094,2.42,NA,"RCP6.0",2055,NA,1.16722,NA,NA
"Maize","Malawi","Africa",-13.2543,34.3015,24.77813721,1081.534162,1.98,NA,"RCP2.6",2055,NA,1.19293,NA,NA
"Maize","United States","North America",37.0902,-95.7129,15.58033752,1203.976081,2.28,NA,"RCP2.6",2085,NA,1.2274,NA,NA
"Maize","Canada","North America",56.1304,-106.347,-0.093658052,554.53924,1.24,NA,"RCP2.6",2025,NA,1.24152,NA,NA
"Maize","Spain","Europe",40.4637,-3.74922,15.39500809,421.1812796,1.62,NA,"RCP4.5",2025,NA,1.25167,NA,NA
"Maize","Croatia","Europe",45.1,15.2,9.789481163,1455.086332,1.67,NA,"RCP2.6",2025,NA,1.2588,NA,NA
"Maize","Romania","Europe",45.9432,24.9668,7.751119137,981.0008559,5.11,NA,"RCP8.5",2085,NA,1.26344,NA,NA
"Maize","Romania","Europe",45.9432,24.9668,7.751119137,981.0008559,2.1,NA,"RCP2.6",2085,NA,1.30097,NA,NA
"Maize","Hungary","Europe",47.1625,19.5033,11.12865162,611.2794847,1.6,NA,"RCP4.5",2025,NA,1.31136,NA,NA
"Maize","Ethiopia","Africa",9.145,40.4897,27.73085022,643.6203186,1.62,NA,"RCP4.5",2025,NA,1.32225,NA,NA
"Maize","Paraguay","Central and South America",-23.4425,-58.4438,24.98015213,1180.265992,2.1,NA,"RCP2.6",2085,NA,1.32436,NA,NA
"Maize","France","Europe",46.2276,2.21375,11.12129402,986.1016036,3.29,NA,"RCP8.5",2055,NA,1.33289,NA,NA
"Maize","Tanzania","Africa",-6.36903,34.8888,23.14546204,616.1968107,1.29,NA,"RCP2.6",2085,NA,1.34728,NA,NA
"Maize","Romania","Europe",45.9432,24.9668,7.751119137,981.0008559,1.62,NA,"RCP4.5",2025,NA,1.35234,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,2.58,NA,"RCP4.5",2055,NA,1.36957,NA,NA
"Maize","Ethiopia","Africa",9.145,40.4897,27.73085022,643.6203186,3.29,NA,"RCP8.5",2055,NA,1.3716,NA,NA
"Maize","Hungary","Europe",47.1625,19.5033,11.12865162,611.2794847,2.1,NA,"RCP2.6",2085,NA,1.37386,NA,NA
"Maize","Canada","North America",56.1304,-106.347,-0.093658052,554.53924,3.19,NA,"RCP8.5",2055,NA,1.37848,NA,NA
"Maize","India","Asia",20.5937,78.9629,28.37262726,1096.823568,2.21,NA,"RCP2.6",2055,NA,1.40131,NA,NA
"Maize","India","Asia",20.5937,78.9629,28.37262726,1096.823568,2.21,NA,"RCP2.6",2055,NA,1.40131,NA,NA
"Maize","Turkey","Europe",38.9637,35.2433,10.6060133,372.290774,3.29,NA,"RCP8.5",2055,NA,1.4139,NA,NA
"Maize","Kenya","Africa",-0.02356,37.9062,22.31237984,1298.856696,1.62,NA,"RCP4.5",2025,NA,1.41397,NA,NA
"Maize","Pakistan","Asia",30.3753,69.3451,19.71436882,285.1325424,1.29,NA,"RCP2.6",2025,NA,1.41794,NA,NA
"Maize","Nepal","Asia",28.3949,84.124,14.6274662,2651.266199,2.1,NA,"RCP2.6",2085,NA,1.44823,NA,NA
"Maize","Iran","Asia",32.4279,53.688,17.17997932,87.95369329,1.81,NA,"RCP8.5",2025,NA,1.46174,NA,NA
"Maize","Korea_Dem_People's_Rep","Asia",40.3399,127.51,4.463007927,818.8443856,1.67,NA,"RCP2.6",2025,NA,1.49174,NA,NA
"Maize","Croatia","Europe",45.1,15.2,9.789481163,1455.086332,2.1,NA,"RCP2.6",2085,NA,1.50052,NA,NA
"Maize","Italy","Europe",41.8719,12.5674,16.02638054,981.7130093,2.51,NA,"RCP4.5",2055,NA,1.50341,NA,NA
"Maize","Uganda","Africa",1.37333,32.2903,24.70428848,1160.122006,1.52,NA,"RCP2.6",2085,NA,1.5057,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,1.81,NA,"RCP8.5",2025,NA,1.51444,NA,NA
"Maize","Greece","Europe",39.0742,21.8243,13.58602428,736.062012,1.29,NA,"RCP2.6",2025,NA,1.54416,NA,NA
"Maize","Argentina","Central and South America",-38.4161,-63.6167,16.0228672,504.5507708,2.1,NA,"RCP2.6",2085,NA,1.54663,NA,NA
"Maize","Kenya","Africa",-0.02356,37.9062,22.31237984,1298.856696,1.83,NA,"RCP2.6",2025,NA,1.575,NA,NA
"Maize","Kenya","Africa",-0.02356,37.9062,22.31237984,1298.856696,1.83,NA,"RCP2.6",2025,NA,1.575,NA,NA
"Maize","Turkey","Europe",38.9637,35.2433,10.6060133,372.290774,1.6,NA,"RCP4.5",2025,NA,1.57608,NA,NA
"Maize","Croatia","Europe",45.1,15.2,9.789481163,1455.086332,1.62,NA,"RCP4.5",2025,NA,1.58244,NA,NA
"Maize","South Africa","Africa",-30.5595,22.9375,17.98332596,290.7712631,1.67,NA,"RCP2.6",2025,NA,1.62507,NA,NA
"Maize","United States","North America",37.0902,-95.7129,15.58033752,1203.976081,3.29,NA,"RCP8.5",2055,NA,1.63282,NA,NA
"Maize","Mexico","Central and South America",23.6345,-102.553,17.80414963,397.6746156,3.29,NA,"RCP8.5",2055,NA,1.63654,NA,NA
"Maize","Nepal","Asia",28.3949,84.124,14.6274662,2651.266199,1.62,NA,"RCP4.5",2025,NA,1.64279,NA,NA
"Maize","Ukraine","Europe",48.3794,31.1656,8.969986916,584.1236957,3.29,NA,"RCP8.5",2055,NA,1.66087,NA,NA
"Maize","China","Asia",35.8617,104.195,7.118629932,390.3343252,2.1,NA,"RCP2.6",2085,NA,1.6667,NA,NA
